ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
333212,Solid Plasterer,Teamwork,6,Intermediate,Initiate team problem solving sessions
333212,Solid Plasterer,Writing,4,Intermediate,Write a job history as part of a job application
333212,Solid Plasterer,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
333212,Solid Plasterer,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
333212,Solid Plasterer,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
333212,Solid Plasterer,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
333212,Solid Plasterer,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
333212,Solid Plasterer,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
334111,Plumber (General),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
334111,Plumber (General),Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
334111,Plumber (General),Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
334111,Plumber (General),Writing,5,Intermediate,Prepare a standard operating procedures document
334111,Plumber (General),Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
334111,Plumber (General),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
334111,Plumber (General),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
334111,Plumber (General),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
334111,Plumber (General),Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
334111,Plumber (General),Initiative and innovation,7,Intermediate,Coordinate sales campaigns
334113,Drainer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
334113,Drainer,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
334113,Drainer,Teamwork,6,Intermediate,Initiate team problem solving sessions
334113,Drainer,Writing,5,Intermediate,Prepare a standard operating procedures document
334113,Drainer,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
334113,Drainer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
334113,Drainer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
334113,Drainer,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
334113,Drainer,Planning and organising,5,Intermediate,Use an organisational file sharing and storage system
334113,Drainer,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
334114,Gasfitter,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
334114,Gasfitter,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
334114,Gasfitter,Teamwork,6,Intermediate,Initiate team problem solving sessions
334114,Gasfitter,Writing,5,Intermediate,Prepare a standard operating procedures document
334114,Gasfitter,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
334114,Gasfitter,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
334114,Gasfitter,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
334114,Gasfitter,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
334114,Gasfitter,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
334114,Gasfitter,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
334115,Roof Plumber,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
334115,Roof Plumber,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
334115,Roof Plumber,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
334115,Roof Plumber,Writing,5,Intermediate,Prepare a standard operating procedures document
334115,Roof Plumber,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
334115,Roof Plumber,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
334115,Roof Plumber,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
334115,Roof Plumber,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
334115,Roof Plumber,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
334115,Roof Plumber,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
341113,Lift Mechanic,Numeracy,3,Basic,Count the amount of change to be given to a customer
341113,Lift Mechanic,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
341113,Lift Mechanic,Teamwork,6,Intermediate,Initiate team problem solving sessions
341113,Lift Mechanic,Writing,5,Intermediate,Prepare a standard operating procedures document
341113,Lift Mechanic,Reading,6,Intermediate,Read a memo from management describing new personnel policies
341113,Lift Mechanic,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
341113,Lift Mechanic,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
341113,Lift Mechanic,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
341113,Lift Mechanic,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
341113,Lift Mechanic,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
